                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.92192,                0.88432,                 1.2173,                0.66978,                0.81888,                 0.7389,                0.50568,                 1.0517,                 1.1366,                 1.4594,               0.001703,               0.001703,               0.001703
                     17,                0.84665,                0.88824,                 1.2016,                0.63495,                0.68323,                0.71513,                0.45366,                 1.2574,                 1.3701,                 1.6673,              0.0016832,              0.0016832,              0.0016832
                     18,                0.83614,                0.84531,                 1.2058,                0.58258,                0.56347,                 0.5742,                0.32662,                 1.3145,                 1.6586,                 1.6684,              0.0016634,              0.0016634,              0.0016634
                     19,                0.84143,                0.82271,                 1.1957,                0.75871,                0.65839,                0.75762,                0.47994,                  1.075,                   1.22,                 1.4946,              0.0016436,              0.0016436,              0.0016436
                     20,                0.80121,                0.81719,                 1.1674,                0.67718,                0.69056,                0.71728,                0.38433,                 1.2968,                  1.307,                 1.7006,              0.0016238,              0.0016238,              0.0016238
                     21,                0.77605,                0.75433,                 1.1522,                0.80688,                0.77852,                 0.8196,                0.57499,                0.93881,                0.99391,                 1.3462,               0.001604,               0.001604,               0.001604
                     22,                0.81542,                  0.777,                 1.1661,                 0.5925,                0.67702,                0.59226,                0.34606,                 1.2897,                 1.3366,                 1.6527,              0.0015842,              0.0015842,              0.0015842
                     23,                0.80451,                0.75602,                 1.1656,                0.79157,                0.67081,                0.75544,                0.51683,                0.96998,                 1.3492,                 1.3501,              0.0015644,              0.0015644,              0.0015644
                     24,                0.78286,                  0.766,                 1.1496,                0.75196,                0.73913,                0.80069,                 0.5486,                 1.0019,                0.97661,                 1.4262,              0.0015446,              0.0015446,              0.0015446
                     25,                0.75644,                0.75584,                 1.1418,                0.64442,                0.74534,                0.74211,                0.49718,                0.97597,                 1.0346,                 1.3469,              0.0015248,              0.0015248,              0.0015248
                     26,                0.74773,                0.73159,                 1.1393,                0.89523,                 0.7764,                0.87378,                0.62787,                0.91556,                 0.7724,                 1.3463,               0.001505,               0.001505,               0.001505
                     27,                0.74975,                0.71687,                 1.1403,                0.79782,                0.75155,                0.81978,                0.59421,                0.96856,                 1.0082,                 1.3788,              0.0014852,              0.0014852,              0.0014852
                     28,                0.75216,                0.70653,                 1.1601,                0.66753,                0.68944,                0.64672,                0.39056,                 1.3556,                 1.3857,                 1.7006,              0.0014654,              0.0014654,              0.0014654
                     29,                0.75519,                0.71835,                 1.1531,                0.82259,                0.77019,                0.82535,                0.60518,                0.94978,                0.88123,                 1.3849,              0.0014456,              0.0014456,              0.0014456
                     30,                 0.7114,                0.68211,                  1.128,                  0.873,                0.76857,                0.83578,                0.60559,                0.94454,                0.86461,                  1.344,              0.0014258,              0.0014258,              0.0014258
                     31,                0.73826,                0.72135,                 1.1216,                0.87427,                0.77739,                0.87186,                0.64037,                0.89611,                 0.7628,                  1.316,               0.001406,               0.001406,               0.001406
                     32,                0.70101,                0.66696,                 1.1214,                0.80647,                0.77019,                0.85584,                0.62825,                0.89591,                 0.8637,                 1.2838,              0.0013862,              0.0013862,              0.0013862
                     33,                 0.6932,                0.65655,                 1.1238,                0.77811,                 0.7764,                0.84188,                0.59543,                0.98519,                0.90331,                 1.3821,              0.0013664,              0.0013664,              0.0013664
                     34,                0.69298,                0.64015,                 1.1059,                0.83959,                0.78261,                0.86753,                0.64962,                0.86881,                0.78177,                 1.2712,              0.0013466,              0.0013466,              0.0013466
                     35,                0.71175,                0.63896,                 1.1212,                 0.8605,                0.80456,                0.88202,                0.66597,                0.80564,                0.71231,                 1.2121,              0.0013268,              0.0013268,              0.0013268
                     36,                0.71422,                 0.6638,                  1.121,                0.86714,                0.80124,                 0.8831,                0.64927,                 0.8452,                0.78104,                  1.275,               0.001307,               0.001307,               0.001307
                     37,                0.73937,                0.66756,                   1.12,                0.77431,                0.78261,                0.77938,                0.56757,                0.87905,                 0.8769,                 1.2752,              0.0012872,              0.0012872,              0.0012872
                     38,                0.70582,                0.64656,                  1.118,                0.81599,                0.77122,                0.86091,                0.64175,                0.89042,                0.80179,                 1.3119,              0.0012674,              0.0012674,              0.0012674
                     39,                0.72003,                0.61232,                 1.1108,                0.76968,                0.79503,                0.85262,                0.62643,                0.85398,                0.78292,                 1.2694,              0.0012476,              0.0012476,              0.0012476
                     40,                0.67487,                0.61663,                 1.1177,                 0.7861,                0.85093,                0.87889,                0.64837,                0.88029,                0.75323,                 1.2968,              0.0012278,              0.0012278,              0.0012278
                     41,                0.65881,                0.60139,                 1.0899,                0.81111,                0.85714,                0.88762,                0.66917,                 0.8352,                0.73446,                 1.2578,               0.001208,               0.001208,               0.001208
                     42,                0.68307,                0.62388,                  1.105,                0.81869,                 0.8323,                0.88823,                0.69893,                0.77341,                0.67863,                  1.195,              0.0011882,              0.0011882,              0.0011882
                     43,                0.66715,                 0.5836,                 1.0994,                0.87493,                0.80745,                0.88685,                0.65771,                0.80336,                0.73925,                 1.2601,              0.0011684,              0.0011684,              0.0011684
                     44,                0.69381,                 0.6367,                 1.1485,                0.89177,                0.83851,                 0.9058,                0.68255,                0.81912,                0.62729,                 1.2486,              0.0011486,              0.0011486,              0.0011486
                     45,                0.65522,                0.57536,                 1.0862,                0.84635,                 0.8211,                0.88664,                0.67616,                0.81322,                0.65796,                 1.2229,              0.0011288,              0.0011288,              0.0011288
                     46,                0.64428,                0.58851,                 1.0888,                0.81829,                 0.8391,                0.86703,                0.66071,                0.86256,                0.69124,                 1.3041,               0.001109,               0.001109,               0.001109
                     47,                 0.6651,                0.61185,                 1.0894,                 0.8906,                0.80903,                0.90144,                 0.6956,                0.79295,                 0.6682,                 1.2301,              0.0010892,              0.0010892,              0.0010892
                     48,                 0.6502,                0.58784,                 1.0997,                0.80881,                0.86335,                0.88941,                0.68326,                0.81768,                0.71236,                 1.2869,              0.0010694,              0.0010694,              0.0010694
                     49,                0.62953,                0.55608,                 1.0811,                0.89156,                0.81705,                0.88255,                0.66568,                0.81747,                0.67397,                  1.258,              0.0010496,              0.0010496,              0.0010496
                     50,                0.62428,                  0.578,                 1.0696,                0.84855,                0.87578,                0.89493,                 0.6792,                 0.8411,                0.63301,                 1.2784,              0.0010298,              0.0010298,              0.0010298
                     51,                0.65688,                0.61183,                 1.0856,                0.91033,                0.81977,                0.90261,                0.70295,                0.78087,                0.61414,                 1.2216,                0.00101,                0.00101,                0.00101
                     52,                0.61568,                 0.5497,                 1.0619,                0.94121,                0.79558,                0.90439,                0.70846,                0.79165,                0.66165,                 1.2134,              0.0009902,              0.0009902,              0.0009902
                     53,                0.61993,                0.53205,                 1.0646,                 0.9047,                0.82548,                0.91197,                0.71731,                0.77533,                0.65233,                  1.218,              0.0009704,              0.0009704,              0.0009704
                     54,                0.59415,                0.54434,                  1.076,                0.94031,                0.82609,                0.90156,                0.71249,                0.75712,                0.58856,                 1.1985,              0.0009506,              0.0009506,              0.0009506
                     55,                0.62492,                0.54733,                 1.0681,                0.91718,                0.80745,                0.89703,                0.66774,                 0.8242,                0.62682,                 1.2526,              0.0009308,              0.0009308,              0.0009308
                     56,                0.58656,                0.51105,                 1.0506,                0.86502,                0.83851,                0.88706,                0.69968,                0.74373,                0.69004,                 1.1779,               0.000911,               0.000911,               0.000911
                     57,                0.61454,                0.52056,                 1.0586,                0.83823,                0.83677,                0.86886,                0.68203,                0.79919,                0.71517,                 1.2443,              0.0008912,              0.0008912,              0.0008912
                     58,                0.61152,                0.51912,                 1.0761,                0.90065,                0.81366,                0.88408,                0.68274,                0.83968,                0.61071,                 1.2639,              0.0008714,              0.0008714,              0.0008714
                     59,                0.57557,                 0.5127,                 1.0344,                0.88312,                0.84474,                0.90723,                0.70221,                0.81053,                0.58418,                 1.2558,              0.0008516,              0.0008516,              0.0008516
                     60,                 0.5851,                0.50205,                 1.0491,                0.92119,                0.83851,                0.89387,                0.69437,                 0.7651,                0.62181,                 1.2087,              0.0008318,              0.0008318,              0.0008318
                     61,                0.55969,                0.50394,                 1.0289,                0.87253,                0.85032,                0.89814,                0.69354,                0.77889,                0.62266,                 1.2212,               0.000812,               0.000812,               0.000812
                     62,                0.57962,                0.50781,                 1.0604,                0.91678,                0.80745,                0.89717,                0.69046,                0.75876,                0.64851,                 1.2134,              0.0007922,              0.0007922,              0.0007922
                     63,                0.58296,                  0.483,                 1.0455,                0.88771,                0.81988,                0.89317,                0.69825,                0.77466,                0.65685,                 1.2102,              0.0007724,              0.0007724,              0.0007724
                     64,                0.56615,                0.47131,                 1.0597,                0.89866,                0.82621,                0.90055,                0.70949,                0.75844,                0.60912,                 1.2056,              0.0007526,              0.0007526,              0.0007526
                     65,                0.58281,                0.51892,                 1.0493,                0.91267,                0.84382,                0.91929,                0.71644,                 0.7925,                0.59611,                 1.2337,              0.0007328,              0.0007328,              0.0007328
                     66,                0.58524,                0.49372,                 1.0532,                0.92145,                0.81366,                0.90453,                0.70095,                 0.7886,                0.61321,                 1.2166,               0.000713,               0.000713,               0.000713
                     67,                0.57811,                0.49563,                 1.0418,                0.87802,                0.84948,                0.90753,                0.71554,                0.74959,                 0.5828,                 1.1788,              0.0006932,              0.0006932,              0.0006932
                     68,                0.55705,                0.48352,                 1.0375,                0.87545,                0.85093,                0.90908,                0.72575,                0.73861,                0.61161,                 1.1788,              0.0006734,              0.0006734,              0.0006734
                     69,                0.57149,                0.49466,                  1.054,                0.88461,                0.85708,                0.89761,                0.72554,                0.74517,                0.60444,                 1.1825,              0.0006536,              0.0006536,              0.0006536
                     70,                0.56326,                0.47626,                  1.047,                0.89257,                0.80124,                0.87909,                0.69926,                0.74749,                0.63232,                 1.2035,              0.0006338,              0.0006338,              0.0006338
                     71,                0.56291,                0.48172,                 1.0473,                0.85914,                0.85093,                 0.9063,                0.70213,                0.81344,                0.64604,                 1.2501,               0.000614,               0.000614,               0.000614
                     72,                0.56051,                0.45652,                 1.0342,                0.85702,                 0.8323,                0.89295,                0.70768,                0.76902,                0.61565,                 1.2116,              0.0005942,              0.0005942,              0.0005942
                     73,                0.55295,                0.46966,                 1.0427,                0.91243,                0.85093,                0.89748,                0.71148,                 0.7822,                0.63676,                 1.2224,              0.0005744,              0.0005744,              0.0005744
                     74,                0.53404,                0.45173,                 1.0321,                0.87631,                0.82609,                0.88594,                 0.6886,                 0.8101,                0.66131,                 1.2574,              0.0005546,              0.0005546,              0.0005546
                     75,                0.54436,                0.44568,                 1.0277,                 0.8565,                 0.8323,                0.87608,                0.66578,                0.85592,                0.69052,                 1.2826,              0.0005348,              0.0005348,              0.0005348
                     76,                0.54146,                0.45535,                 1.0281,                 0.8449,                0.86335,                0.90047,                0.70362,                0.78925,                 0.6292,                 1.2415,               0.000515,               0.000515,               0.000515
                     77,                0.51685,                0.43987,                 1.0263,                0.90219,                0.80745,                0.90038,                0.69716,                0.80201,                0.61996,                 1.2277,              0.0004952,              0.0004952,              0.0004952
                     78,                0.52529,                0.43848,                 1.0101,                0.90285,                0.82609,                0.90319,                0.70721,                0.77461,                0.59372,                 1.2187,              0.0004754,              0.0004754,              0.0004754
                     79,                0.52691,                0.43714,                 1.0088,                0.89055,                0.83851,                0.91058,                0.70778,                0.73946,                0.58738,                 1.1885,              0.0004556,              0.0004556,              0.0004556
                     80,                0.50363,                0.42964,                 1.0112,                0.92265,                0.82609,                0.90875,                0.70353,                0.74226,                0.63358,                 1.1869,              0.0004358,              0.0004358,              0.0004358
                     81,                0.50204,                0.42322,                 1.0094,                0.81304,                0.89134,                0.89988,                0.69851,                0.74789,                0.63182,                 1.2077,               0.000416,               0.000416,               0.000416
                     82,                0.51367,                 0.4274,                 1.0212,                0.87534,                0.88199,                0.90349,                0.70348,                0.75711,                0.61071,                 1.2268,              0.0003962,              0.0003962,              0.0003962
                     83,                0.49658,                0.42881,                 1.0093,                0.85592,                0.84863,                0.90017,                 0.7172,                0.74666,                0.60506,                 1.2084,              0.0003764,              0.0003764,              0.0003764
                     84,                0.47837,                0.40063,                0.99403,                0.90774,                0.82609,                0.88949,                0.70579,                0.74176,                0.63128,                 1.1989,              0.0003566,              0.0003566,              0.0003566
                     85,                 0.4994,                0.42244,                 1.0152,                0.92801,                0.82609,                0.89048,                0.69609,                 0.7586,                0.65027,                 1.2033,              0.0003368,              0.0003368,              0.0003368
                     86,                0.47148,                 0.3994,                0.99404,                0.91085,                0.82496,                0.89427,                 0.7016,                 0.7585,                0.61659,                  1.225,               0.000317,               0.000317,               0.000317
                     87,                0.48262,                0.41219,                 1.0054,                0.87158,                0.85093,                0.89782,                0.70048,                 0.7572,                0.59683,                 1.2347,              0.0002972,              0.0002972,              0.0002972
                     88,                0.48959,                0.40427,                0.99991,                0.91705,                0.82403,                0.90012,                0.71472,                0.75736,                0.58512,                 1.2237,              0.0002774,              0.0002774,              0.0002774
                     89,                0.47031,                0.38785,                0.99331,                0.87735,                0.84421,                0.89802,                 0.7077,                0.74372,                 0.5945,                 1.2049,              0.0002576,              0.0002576,              0.0002576
                     90,                0.49378,                0.40763,                 1.0047,                0.91148,                0.83138,                0.89874,                0.70453,                0.75274,                0.59044,                 1.2166,              0.0002378,              0.0002378,              0.0002378
                     91,                0.44169,                0.47286,                 1.0165,                0.92103,                 0.7969,                0.88192,                0.66565,                0.81704,                0.63774,                 1.2929,               0.000218,               0.000218,               0.000218
                     92,                0.39567,                0.32346,                0.96891,                0.89858,                0.77043,                 0.8606,                0.65862,                0.84846,                0.65029,                 1.3245,              0.0001982,              0.0001982,              0.0001982
                     93,                0.39188,                0.29998,                0.96107,                0.91893,                0.81366,                 0.8871,                0.68638,                0.79856,                0.61156,                 1.2721,              0.0001784,              0.0001784,              0.0001784
                     94,                0.38519,                0.28093,                0.96797,                0.92313,                0.84472,                0.90545,                0.69734,                0.78504,                 0.5904,                 1.2683,              0.0001586,              0.0001586,              0.0001586
                     95,                0.36698,                0.27163,                0.95534,                0.91307,                0.84472,                0.89754,                0.69392,                0.79182,                0.60302,                 1.2648,              0.0001388,              0.0001388,              0.0001388
                     96,                0.37003,                0.27389,                0.96071,                0.90368,                0.85093,                 0.8882,                0.68069,                0.79223,                0.60429,                 1.2681,               0.000119,               0.000119,               0.000119
                     97,                0.36052,                0.26822,                0.93271,                0.90079,                0.84589,                0.90055,                0.70066,                0.76382,                0.58749,                 1.2334,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.35926,                0.26389,                0.94858,                0.92081,                0.84472,                0.90268,                0.70357,                0.76669,                0.59305,                 1.2413,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.33936,                0.25705,                0.94605,                0.93027,                0.82869,                 0.8944,                0.69629,                0.77494,                0.59011,                 1.2461,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.35012,                0.25308,                0.94952,                0.92459,                0.83776,                0.89785,                0.69937,                0.76402,                0.58646,                  1.237,               3.98e-05,               3.98e-05,               3.98e-05
