                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.98205,                 0.6972,                 1.1435,                0.74391,                0.89385,                0.85661,                0.59191,                  1.131,                0.84203,                 1.1944,              0.0006338,              0.0006338,              0.0006338
                     71,                0.95049,                0.70072,                 1.1382,                  0.756,                0.90008,                0.84782,                0.57889,                 1.1666,                0.84609,                 1.2259,               0.000614,               0.000614,               0.000614
                     72,                0.96732,                0.69466,                 1.1431,                0.76873,                0.86592,                0.84453,                0.59187,                 1.1042,                0.80087,                 1.1857,              0.0005942,              0.0005942,              0.0005942
                     73,                0.93148,                0.67359,                 1.1202,                 0.7822,                0.86592,                0.87537,                0.60987,                 1.1087,                0.79823,                 1.1891,              0.0005744,              0.0005744,              0.0005744
                     74,                0.94876,                0.67283,                 1.1259,                0.77089,                0.88349,                0.88054,                0.60445,                  1.105,                0.79459,                 1.1872,              0.0005546,              0.0005546,              0.0005546
                     75,                0.96834,                0.68646,                 1.1421,                0.74919,                0.88443,                0.85938,                0.60079,                 1.1205,                0.79003,                 1.2071,              0.0005348,              0.0005348,              0.0005348
                     76,                0.93954,                0.67304,                 1.1264,                0.80856,                0.82582,                 0.8677,                0.61344,                 1.1109,                0.81077,                 1.2159,               0.000515,               0.000515,               0.000515
                     77,                0.91924,                0.64972,                 1.1147,                0.85874,                 0.7933,                0.89628,                 0.6285,                 1.0917,                0.78909,                 1.1829,              0.0004952,              0.0004952,              0.0004952
                     78,                0.91969,                0.65351,                 1.1246,                0.76517,                0.88268,                0.85813,                0.59982,                 1.1314,                0.83425,                  1.228,              0.0004754,              0.0004754,              0.0004754
                     79,                0.91824,                0.65936,                 1.1273,                0.87357,                0.81058,                0.87996,                0.61558,                 1.1203,                0.76429,                 1.2144,              0.0004556,              0.0004556,              0.0004556
                     80,                0.90126,                0.64186,                 1.1053,                0.78147,                0.84916,                0.85559,                0.59467,                 1.0962,                0.78879,                   1.18,              0.0004358,              0.0004358,              0.0004358
                     81,                0.90973,                0.62976,                 1.1053,                0.79974,                0.84916,                 0.8619,                0.61064,                 1.0502,                 0.7832,                 1.1466,               0.000416,               0.000416,               0.000416
                     82,                0.91557,                0.65003,                 1.1232,                0.80509,                0.86034,                0.87288,                0.60986,                 1.0799,                 0.7519,                 1.1652,              0.0003962,              0.0003962,              0.0003962
                     83,                0.89495,                 0.6468,                 1.1121,                0.78781,                0.85475,                0.85912,                 0.6088,                 1.0538,                 0.7523,                 1.1236,              0.0003764,              0.0003764,              0.0003764
                     84,                0.90142,                0.64426,                 1.1082,                0.76305,                0.91061,                0.87581,                0.61897,                 1.0729,                0.76242,                 1.1361,              0.0003566,              0.0003566,              0.0003566
                     85,                0.90151,                0.63434,                 1.1167,                0.79003,                0.86034,                0.87867,                0.62968,                  1.077,                0.76101,                 1.1516,              0.0003368,              0.0003368,              0.0003368
                     86,                0.90886,                0.63905,                 1.1096,                0.84766,                0.80821,                0.89133,                0.63086,                 1.0859,                0.71093,                 1.1512,               0.000317,               0.000317,               0.000317
                     87,                0.87769,                0.60452,                 1.1072,                 0.8185,                0.83141,                0.88445,                0.62508,                 1.0757,                0.74793,                 1.1437,              0.0002972,              0.0002972,              0.0002972
                     88,                0.87105,                0.62423,                 1.1002,                0.81829,                0.85539,                0.89305,                0.62758,                 1.0859,                0.74853,                 1.1522,              0.0002774,              0.0002774,              0.0002774
                     89,                0.89109,                0.64564,                 1.1125,                0.81786,                0.84916,                0.88255,                0.62832,                 1.0603,                0.74751,                 1.1349,              0.0002576,              0.0002576,              0.0002576
                     90,                0.89085,                0.62974,                 1.1024,                0.79395,                0.87151,                0.88642,                0.62655,                 1.0751,                0.73733,                 1.1472,              0.0002378,              0.0002378,              0.0002378
                     91,                0.76967,                0.54382,                 1.0304,                0.78178,                0.90503,                0.87701,                 0.6286,                 1.0632,                0.72317,                 1.1328,               0.000218,               0.000218,               0.000218
                     92,                0.76661,                0.48758,                  1.034,                0.75312,                0.90326,                0.88147,                 0.6147,                 1.0886,                0.75222,                 1.1526,              0.0001982,              0.0001982,              0.0001982
                     93,                 0.7593,                0.47637,                 1.0383,                0.78801,                0.85475,                0.87643,                0.61731,                 1.0827,                0.76068,                 1.1583,              0.0001784,              0.0001784,              0.0001784
                     94,                0.75736,                0.45785,                 1.0157,                 0.7522,                0.88183,                0.85808,                0.61138,                 1.0916,                0.77563,                 1.1804,              0.0001586,              0.0001586,              0.0001586
                     95,                0.74041,                0.45888,                 1.0198,                0.79998,                0.84905,                0.86499,                0.62525,                 1.0525,                 0.7577,                 1.1465,              0.0001388,              0.0001388,              0.0001388
                     96,                 0.7314,                0.44681,                 1.0203,                0.80673,                0.85475,                0.87582,                 0.6324,                 1.0614,                0.75284,                  1.142,               0.000119,               0.000119,               0.000119
                     97,                0.73422,                0.45227,                 1.0275,                0.78881,                0.87638,                0.86931,                0.62969,                 1.0486,                0.76322,                 1.1405,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                  0.723,                0.44769,                 1.0089,                0.78369,                0.87709,                0.85866,                 0.6209,                 1.0637,                0.77109,                 1.1546,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.72835,                0.45569,                 1.0257,                0.77608,                0.87151,                0.85229,                0.60885,                 1.0648,                0.77254,                 1.1531,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.71314,                0.43903,                0.99816,                0.76421,                 0.8872,                0.85761,                0.61323,                 1.0784,                0.77216,                 1.1596,               3.98e-05,               3.98e-05,               3.98e-05
