                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                0.36859,                0.28907,                0.95231,                0.95685,                0.88235,                0.95424,                 0.8849,                0.47597,                0.51776,                0.93651,              0.0006734,              0.0006734,              0.0006734
                     70,                0.37015,                0.28584,                 0.9441,                0.96806,                0.89151,                0.95718,                0.89176,                0.47498,                0.50313,                0.92781,              0.0006536,              0.0006536,              0.0006536
                     71,                0.33354,                0.28059,                0.93654,                0.94821,                0.92157,                0.96466,                0.91415,                0.45811,                0.48805,                 0.9111,              0.0006338,              0.0006338,              0.0006338
                     72,                0.36708,                  0.288,                0.96163,                 0.9286,                0.95098,                0.96657,                0.91061,                0.42523,                0.42555,                0.88213,               0.000614,               0.000614,               0.000614
                     73,                0.35579,                0.29266,                0.93755,                 0.9255,                0.95098,                0.97144,                0.91779,                0.40762,                0.40077,                0.87055,              0.0005942,              0.0005942,              0.0005942
                     74,                0.37503,                0.29611,                0.94729,                0.90728,                0.96078,                0.97564,                0.91162,                0.41427,                 0.4395,                0.87389,              0.0005744,              0.0005744,              0.0005744
                     75,                0.30676,                  0.257,                0.93534,                0.92413,                0.97059,                0.97608,                0.91484,                 0.4143,                0.38468,                 0.8799,              0.0005546,              0.0005546,              0.0005546
                     76,                0.32949,                0.28141,                0.92027,                0.91369,                0.97059,                0.97682,                0.91069,                0.39801,                0.33034,                0.87064,              0.0005348,              0.0005348,              0.0005348
                     77,                0.34208,                0.28089,                 0.9567,                0.91559,                0.97059,                0.97667,                0.91879,                0.39179,                0.31451,                0.86328,               0.000515,               0.000515,               0.000515
                     78,                0.34035,                0.27484,                0.93156,                 0.8985,                0.97059,                0.97616,                 0.9038,                0.43139,                0.35518,                0.88406,              0.0004952,              0.0004952,              0.0004952
                     79,                0.31234,                 0.3027,                0.93521,                 0.8985,                0.95468,                0.97716,                0.90869,                0.41618,                0.38456,                0.88105,              0.0004754,              0.0004754,              0.0004754
                     80,                0.32895,                0.27482,                0.94062,                0.92235,                 0.9316,                0.97528,                0.90816,                0.40359,                0.36599,                0.86859,              0.0004556,              0.0004556,              0.0004556
                     81,                0.31872,                0.26544,                0.93885,                0.95794,                0.89319,                0.97481,                0.92577,                 0.3876,                0.34577,                0.86806,              0.0004358,              0.0004358,              0.0004358
                     82,                 0.3154,                0.25782,                0.93075,                0.97533,                0.90196,                0.96859,                 0.9142,                0.38933,                  0.357,                0.87585,               0.000416,               0.000416,               0.000416
                     83,                0.30177,                 0.2572,                0.92356,                0.97884,                0.90689,                0.96494,                0.91862,                0.41131,                0.36447,                0.88519,              0.0003962,              0.0003962,              0.0003962
                     84,                0.28388,                0.27415,                0.92308,                0.92143,                0.94118,                0.96524,                0.91104,                0.40757,                0.36809,                0.87701,              0.0003764,              0.0003764,              0.0003764
                     85,                 0.2941,                0.23761,                0.93416,                0.94945,                0.92071,                0.96685,                0.91047,                0.41477,                0.38204,                0.88144,              0.0003566,              0.0003566,              0.0003566
                     86,                0.29853,                0.24603,                0.93267,                0.95631,                0.93137,                0.97691,                0.92033,                0.39369,                0.38039,                0.87136,              0.0003368,              0.0003368,              0.0003368
                     87,                0.29166,                0.25855,                0.93778,                0.95772,                0.93137,                0.97489,                0.92095,                0.38793,                0.37596,                0.86485,               0.000317,               0.000317,               0.000317
                     88,                0.28179,                0.24354,                0.91492,                0.94998,                0.93108,                0.97538,                0.92508,                0.39415,                0.37112,                0.86519,              0.0002972,              0.0002972,              0.0002972
                     89,                0.31502,                 0.2548,                0.94281,                 0.9225,                0.93366,                0.97311,                 0.9243,                0.40453,                0.38537,                0.86937,              0.0002774,              0.0002774,              0.0002774
                     90,                0.29199,                 0.2386,                0.92914,                 0.9237,                0.94118,                0.97355,                0.92391,                0.41137,                0.39429,                0.87952,              0.0002576,              0.0002576,              0.0002576
                     91,                0.21841,                0.23296,                0.87577,                0.94896,                0.94118,                0.97196,                0.92636,                0.41049,                0.36353,                0.88906,              0.0002378,              0.0002378,              0.0002378
                     92,                0.20136,                0.16989,                0.85063,                 0.9162,                0.97059,                0.96858,                0.91073,                0.42234,                0.36083,                0.90329,               0.000218,               0.000218,               0.000218
                     93,                0.19443,                0.16646,                0.86881,                0.91427,                0.94097,                0.97397,                 0.9116,                0.42446,                0.38551,                0.90119,              0.0001982,              0.0001982,              0.0001982
                     94,                0.18136,                0.18042,                0.89608,                0.93123,                0.92927,                0.96301,                0.91135,                0.40761,                0.38857,                0.89055,              0.0001784,              0.0001784,              0.0001784
                     95,                0.19799,                0.14913,                0.89028,                0.95003,                0.93199,                 0.9669,                0.91254,                0.40494,                0.37434,                0.88561,              0.0001586,              0.0001586,              0.0001586
                     96,                0.18014,                0.14825,                0.86086,                0.95691,                0.94118,                0.97163,                 0.9195,                0.39359,                0.33047,                0.87641,              0.0001388,              0.0001388,              0.0001388
                     97,                0.17644,                0.14388,                0.84991,                0.93983,                0.94118,                0.97355,                0.92225,                0.39589,                0.32344,                0.88068,               0.000119,               0.000119,               0.000119
                     98,                0.18641,                0.14882,                0.85932,                  0.931,                0.95098,                0.97344,                0.92943,                0.38275,                0.31882,                 0.8713,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 0.1834,                 0.1445,                0.83759,                0.94158,                0.94813,                 0.9803,                0.93403,                0.37577,                0.32369,                0.86481,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.17614,                0.13703,                0.86917,                0.93878,                0.95098,                0.97402,                0.92983,                0.37356,                 0.3256,                0.86096,               5.96e-05,               5.96e-05,               5.96e-05
