                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.1643,                 1.3074,                 1.4056,                0.42785,                0.43263,                0.35099,                0.19779,                  1.787,                 2.1664,                 1.8232,               0.001604,               0.001604,               0.001604
                     22,                 1.1179,                 1.2398,                 1.3685,                0.72804,                0.70771,                0.77358,                0.52714,                 1.0212,                 1.0401,                 1.2233,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.1732,                 1.2722,                 1.3912,                0.70531,                0.66941,                0.72159,                0.48706,                 1.1055,                 1.1031,                 1.2837,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.1493,                  1.231,                 1.3619,                0.71547,                 0.7226,                0.76697,                0.52454,                  1.072,                0.98887,                 1.2345,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.1167,                 1.2031,                 1.3554,                0.74264,                0.68547,                0.76721,                0.49812,                 1.1706,                 1.0488,                 1.3294,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.1393,                 1.2246,                 1.3767,                0.72048,                0.37165,                0.47592,                0.30384,                 1.4866,                 1.7412,                 1.5767,               0.001505,               0.001505,               0.001505
                     27,                 1.0892,                 1.1861,                 1.3459,                0.73914,                0.63602,                0.71643,                0.47362,                 1.1439,                 1.0355,                  1.377,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.1032,                 1.1883,                 1.3441,                 0.7627,                0.67729,                0.75825,                0.51465,                 1.1025,                 1.0089,                 1.3074,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.1279,                 1.2403,                 1.3615,                0.82394,                0.59172,                0.74131,                0.50318,                 1.0954,                 1.0823,                 1.2776,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.0914,                 1.1553,                 1.3229,                0.68167,                0.68582,                 0.7143,                0.47706,                 1.1588,                 1.1953,                 1.3164,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.1056,                 1.2156,                 1.3607,                0.74533,                0.61303,                 0.6994,                0.48477,                 1.1276,                 1.1865,                 1.3291,               0.001406,               0.001406,               0.001406
                     32,                 1.0781,                 1.1514,                 1.3251,                0.79345,                0.67705,                0.77348,                0.55021,                0.96507,                 0.9026,                 1.1744,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.1091,                 1.1862,                 1.3692,                0.80681,                0.63985,                0.75401,                0.50486,                  1.029,                0.97436,                 1.2452,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.0961,                 1.1595,                 1.3436,                0.71805,                0.64401,                0.73737,                0.52873,                 0.9774,                0.95887,                 1.1702,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.0742,                 1.1444,                 1.3279,                0.76639,                0.69349,                0.78339,                 0.5611,                0.99226,                0.88946,                 1.1774,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.0735,                 1.1527,                 1.3166,                0.77203,                0.67433,                0.75426,                0.52256,                 1.0235,                0.93092,                 1.2572,               0.001307,               0.001307,               0.001307
                     37,                 1.0452,                 1.1109,                 1.3053,                0.83901,                0.70115,                0.80662,                0.57068,                0.98276,                0.85653,                 1.1984,              0.0012872,              0.0012872,              0.0012872
                     38,                  1.092,                  1.131,                 1.3342,                0.74484,                0.72797,                0.76591,                0.53755,                 1.0038,                0.98144,                 1.2101,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.0359,                 1.0916,                 1.2913,                0.82885,                0.72797,                0.81671,                0.57473,                0.97312,                0.84968,                 1.1857,              0.0012476,              0.0012476,              0.0012476
                     40,                  1.055,                 1.0762,                  1.305,                0.85556,                0.72031,                0.82652,                0.58384,                0.94653,                0.82923,                 1.1688,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.0233,                 1.0875,                 1.3007,                0.81428,                0.75096,                0.83394,                0.58672,                0.99615,                0.83294,                  1.193,               0.001208,               0.001208,               0.001208
                     42,                 1.0602,                 1.0824,                  1.315,                0.60452,                0.47893,                0.51452,                0.29839,                 1.4353,                 2.0341,                 1.5439,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.0454,                 1.0806,                  1.294,                 0.7647,                0.68582,                0.77379,                0.55177,                0.95509,                0.91895,                 1.1769,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.0527,                 1.1028,                 1.3075,                0.72637,                0.73231,                0.78652,                0.53921,                0.99191,                0.90499,                 1.2116,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.0293,                 1.0645,                  1.294,                0.78739,                0.72365,                0.79571,                0.56203,                0.96992,                0.86078,                 1.1872,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.0291,                 1.0321,                  1.289,                0.85601,                0.71264,                0.81862,                0.57164,                0.99759,                0.89158,                 1.2036,               0.001109,               0.001109,               0.001109
                     47,                  1.025,                 1.0478,                 1.2809,                0.84807,                0.72714,                0.82469,                0.57917,                0.94655,                0.88355,                 1.1747,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.0187,                 1.0012,                 1.2693,                0.76352,                0.72985,                0.80711,                0.56586,                0.98565,                0.79182,                 1.1685,              0.0010694,              0.0010694,              0.0010694
                     49,                 0.9945,                 1.0243,                 1.2817,                0.78355,                0.75862,                0.82946,                0.58847,                0.96679,                0.78633,                 1.1811,              0.0010496,              0.0010496,              0.0010496
                     50,                0.99129,                 1.0016,                  1.257,                0.85024,                0.73946,                0.83953,                0.59083,                  0.958,                 0.8002,                 1.1765,              0.0010298,              0.0010298,              0.0010298
                     51,                0.99661,                 1.0197,                 1.2645,                0.84946,                0.71345,                0.83034,                0.59035,                0.97227,                0.81054,                 1.1751,                0.00101,                0.00101,                0.00101
                     52,                0.96932,                0.99301,                 1.2485,                0.85173,                0.72031,                 0.8343,                0.58377,                0.97306,                0.82488,                 1.1829,              0.0009902,              0.0009902,              0.0009902
                     53,                0.97834,                 1.0061,                 1.2475,                0.85366,                0.72797,                0.83532,                0.60752,                0.88174,                0.76982,                 1.1203,              0.0009704,              0.0009704,              0.0009704
                     54,                0.96916,                 1.0023,                 1.2637,                0.81247,                0.76245,                0.83721,                 0.6081,                0.88115,                0.77618,                 1.1222,              0.0009506,              0.0009506,              0.0009506
                     55,                0.98678,                 1.0066,                 1.2565,                 0.8329,                0.72571,                0.82023,                0.58416,                0.91709,                0.80587,                 1.1367,              0.0009308,              0.0009308,              0.0009308
                     56,                0.97153,                0.98151,                 1.2544,                0.81232,                0.72965,                0.82087,                  0.587,                0.88162,                0.82894,                 1.1136,               0.000911,               0.000911,               0.000911
                     57,                0.96791,                0.98001,                 1.2547,                0.79831,                0.77395,                0.82495,                0.59034,                0.88644,                0.77184,                 1.1149,              0.0008912,              0.0008912,              0.0008912
                     58,                0.94247,                0.95381,                 1.2416,                0.89045,                0.71629,                  0.824,                0.59685,                0.92735,                 0.7755,                 1.1411,              0.0008714,              0.0008714,              0.0008714
                     59,                0.96195,                0.95837,                 1.2375,                0.77656,                0.71905,                0.79038,                0.56293,                0.96889,                0.89197,                 1.1651,              0.0008516,              0.0008516,              0.0008516
                     60,                0.96129,                0.97686,                 1.2536,                 0.8233,                 0.7498,                0.83263,                 0.6151,                0.86466,                0.76757,                 1.1002,              0.0008318,              0.0008318,              0.0008318
                     61,                0.95837,                0.94507,                  1.245,                0.83435,                0.75261,                0.84202,                0.61867,                0.84992,                0.74254,                 1.0968,               0.000812,               0.000812,               0.000812
                     62,                0.94654,                0.95785,                 1.2364,                0.82718,                0.78854,                 0.8503,                0.62307,                0.85833,                0.70903,                 1.0918,              0.0007922,              0.0007922,              0.0007922
                     63,                0.94107,                0.93929,                   1.24,                0.81651,                0.76725,                0.83242,                0.61069,                0.86917,                0.74962,                  1.124,              0.0007724,              0.0007724,              0.0007724
                     64,                0.93382,                0.92028,                  1.213,                0.76426,                0.75771,                0.82725,                0.59855,                0.88094,                0.76536,                 1.1213,              0.0007526,              0.0007526,              0.0007526
                     65,                0.91466,                0.91627,                  1.215,                0.86487,                0.73567,                0.84967,                0.61675,                0.86068,                0.73342,                 1.0974,              0.0007328,              0.0007328,              0.0007328
                     66,                0.92496,                0.92916,                 1.2269,                0.81345,                 0.7685,                0.82084,                0.59649,                0.87089,                0.75642,                 1.1283,               0.000713,               0.000713,               0.000713
                     67,                0.92431,                0.90475,                 1.2295,                0.81626,                0.79999,                0.84203,                0.60261,                0.88122,                 0.7321,                 1.1191,              0.0006932,              0.0006932,              0.0006932
                     68,                0.90851,                0.90821,                 1.2114,                0.79196,                0.75846,                0.82255,                0.59691,                0.87497,                0.76999,                 1.1046,              0.0006734,              0.0006734,              0.0006734
                     69,                0.89908,                0.91654,                 1.2215,                0.87379,                0.77395,                0.85167,                0.61788,                0.85118,                0.72372,                 1.1086,              0.0006536,              0.0006536,              0.0006536
                     70,                0.91003,                0.87312,                 1.2062,                0.82203,                0.77395,                0.83567,                0.61138,                0.85706,                0.76706,                 1.1005,              0.0006338,              0.0006338,              0.0006338
                     71,                0.86985,                0.87102,                  1.204,                0.81344,                0.78517,                0.84633,                0.62097,                 0.8473,                0.72171,                 1.0951,               0.000614,               0.000614,               0.000614
                     72,                0.92662,                0.89007,                 1.2139,                0.87331,                0.76595,                0.86044,                0.62635,                0.83757,                0.71581,                 1.0834,              0.0005942,              0.0005942,              0.0005942
                     73,                 0.9088,                0.87326,                  1.216,                0.83083,                0.79693,                0.85886,                0.62252,                0.84719,                0.69336,                 1.0905,              0.0005744,              0.0005744,              0.0005744
                     74,                0.90065,                0.86677,                 1.2144,                0.87545,                 0.7541,                0.85742,                0.61022,                0.89424,                0.71956,                 1.1482,              0.0005546,              0.0005546,              0.0005546
                     75,                0.88667,                0.83827,                 1.1992,                0.84245,                 0.7785,                0.85469,                0.62729,                0.81995,                0.70532,                 1.0657,              0.0005348,              0.0005348,              0.0005348
                     76,                0.87007,                0.82024,                 1.1979,                0.82757,                0.77778,                0.85453,                0.62973,                0.82981,                0.70323,                 1.0797,               0.000515,               0.000515,               0.000515
                     77,                0.89015,                0.85873,                 1.2084,                0.84256,                0.77919,                0.85527,                0.62965,                0.82963,                0.69874,                  1.091,              0.0004952,              0.0004952,              0.0004952
                     78,                0.86925,                0.83323,                  1.197,                0.84492,                0.77235,                0.85917,                0.63078,                0.82724,                0.69705,                 1.0845,              0.0004754,              0.0004754,              0.0004754
                     79,                0.86422,                0.84963,                 1.1888,                0.82161,                 0.7931,                0.86143,                0.63534,                0.83783,                0.71064,                 1.0796,              0.0004556,              0.0004556,              0.0004556
                     80,                0.86265,                0.85873,                 1.2014,                0.80319,                0.79745,                0.85436,                0.63492,                0.81235,                0.69437,                 1.0711,              0.0004358,              0.0004358,              0.0004358
                     81,                0.85916,                0.83561,                  1.192,                0.80153,                0.81992,                 0.8647,                0.63607,                0.81402,                0.67861,                 1.0761,               0.000416,               0.000416,               0.000416
                     82,                0.84505,                0.79925,                 1.1789,                0.84331,                 0.8046,                0.86113,                0.63192,                 0.8247,                 0.6561,                 1.0779,              0.0003962,              0.0003962,              0.0003962
                     83,                0.84626,                0.82197,                 1.1859,                0.80518,                0.80843,                0.85978,                0.62794,                0.85544,                0.68501,                 1.0824,              0.0003764,              0.0003764,              0.0003764
                     84,                0.83084,                0.79505,                 1.1614,                0.86945,                0.76551,                0.85826,                0.63886,                 0.8099,                 0.6704,                  1.063,              0.0003566,              0.0003566,              0.0003566
                     85,                0.83545,                 0.8088,                 1.1722,                0.85197,                0.78161,                0.85172,                0.63422,                0.82033,                0.67409,                 1.0758,              0.0003368,              0.0003368,              0.0003368
                     86,                0.83358,                0.79733,                 1.1612,                0.84122,                0.79693,                0.86326,                0.64649,                 0.8106,                0.66559,                 1.0621,               0.000317,               0.000317,               0.000317
                     87,                0.87809,                0.83907,                 1.1925,                0.83959,                0.80213,                0.86001,                 0.6431,                0.81178,                0.66114,                 1.0706,              0.0002972,              0.0002972,              0.0002972
                     88,                0.82461,                0.80871,                 1.1681,                0.87277,                 0.7931,                0.87257,                0.63638,                0.83402,                0.66452,                 1.0717,              0.0002774,              0.0002774,              0.0002774
                     89,                0.82436,                0.79362,                 1.1632,                0.85087,                0.80843,                0.87376,                0.64434,                0.81885,                0.65404,                 1.0668,              0.0002576,              0.0002576,              0.0002576
                     90,                0.81074,                0.77438,                 1.1619,                0.88937,                0.77007,                0.87308,                0.65551,                0.80435,                0.62882,                 1.0675,              0.0002378,              0.0002378,              0.0002378
                     91,                0.79054,                 0.6861,                 1.1347,                0.86707,                0.79693,                0.87014,                 0.6353,                0.82328,                0.63523,                 1.0751,               0.000218,               0.000218,               0.000218
                     92,                0.79014,                0.64876,                 1.1314,                0.81222,                0.82375,                0.86406,                0.64418,                0.80346,                0.63158,                 1.0704,              0.0001982,              0.0001982,              0.0001982
                     93,                0.77698,                0.64539,                 1.1258,                0.87658,                0.76628,                0.86948,                 0.6517,                0.79957,                0.64257,                 1.0593,              0.0001784,              0.0001784,              0.0001784
                     94,                0.74257,                0.61331,                 1.1068,                 0.8571,                 0.8046,                0.87796,                0.65453,                0.79868,                0.62426,                 1.0666,              0.0001586,              0.0001586,              0.0001586
                     95,                0.74017,                0.59924,                 1.1054,                0.88136,                0.79694,                0.88273,                0.65287,                0.78774,                0.63402,                 1.0637,              0.0001388,              0.0001388,              0.0001388
                     96,                0.72601,                0.60114,                 1.1034,                 0.8451,                0.81524,                0.87911,                0.65018,                 0.8002,                0.62481,                  1.067,               0.000119,               0.000119,               0.000119
                     97,                0.72501,                0.59718,                 1.1113,                0.90122,                0.76903,                 0.8769,                0.65872,                0.79924,                0.62766,                 1.0614,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.71898,                0.58125,                 1.0938,                0.89775,                0.77372,                0.88075,                0.65786,                0.79766,                0.61811,                  1.068,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.70498,                0.59239,                 1.0995,                0.85562,                0.81739,                0.88681,                0.65978,                0.79438,                0.60774,                 1.0673,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.72563,                0.60656,                 1.0966,                0.87131,                0.80415,                0.88241,                 0.6637,                0.78641,                0.60735,                 1.0664,               3.98e-05,               3.98e-05,               3.98e-05
