                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.99852,                0.84916,                 1.1042,                0.83536,                0.78061,                0.87896,                 0.6994,                0.77657,                0.71972,                  1.033,               0.001208,               0.001208,               0.001208
                     42,                0.99346,                0.84619,                 1.1011,                0.87163,                0.80724,                0.87553,                0.69647,                0.78447,                0.75322,                 1.0709,              0.0011882,              0.0011882,              0.0011882
                     43,                 0.9757,                0.86169,                 1.0992,                0.88651,                0.75524,                0.85395,                0.68279,                0.82175,                 0.7642,                 1.0668,              0.0011684,              0.0011684,              0.0011684
                     44,                 0.9361,                0.84771,                 1.1044,                0.78667,                0.81818,                 0.8732,                0.69977,                0.79552,                0.70295,                 1.0596,              0.0011486,              0.0011486,              0.0011486
                     45,                0.99133,                0.85824,                 1.0858,                0.89366,                0.82272,                 0.8797,                0.71247,                0.78452,                 0.6623,                 1.0503,              0.0011288,              0.0011288,              0.0011288
                     46,                0.94329,                0.81372,                 1.0936,                0.89952,                0.77622,                0.88135,                0.71062,                0.77575,                0.69626,                  1.028,               0.001109,               0.001109,               0.001109
                     47,                0.93231,                0.84079,                 1.0972,                0.86434,                0.83217,                0.89331,                0.71403,                0.80991,                0.67734,                 1.0661,              0.0010892,              0.0010892,              0.0010892
                     48,                0.91857,                0.82129,                 1.0931,                0.89552,                0.83217,                0.89387,                0.69243,                  0.839,                0.68681,                 1.0656,              0.0010694,              0.0010694,              0.0010694
                     49,                0.90102,                0.79568,                 1.0971,                0.91255,                0.76923,                0.89448,                0.72663,                0.77589,                 0.6822,                  1.024,              0.0010496,              0.0010496,              0.0010496
                     50,                0.89278,                0.79825,                 1.0747,                0.80899,                0.76224,                0.82841,                0.67856,                0.80848,                0.77984,                 1.0575,              0.0010298,              0.0010298,              0.0010298
                     51,                0.93716,                 0.8145,                 1.0901,                0.92663,                 0.8042,                0.89403,                0.71783,                0.79172,                 0.7138,                 1.0756,                0.00101,                0.00101,                0.00101
                     52,                0.91597,                0.81675,                 1.0944,                0.86047,                0.77624,                0.87085,                0.72442,                0.70666,                0.71755,                 1.0096,              0.0009902,              0.0009902,              0.0009902
                     53,                0.88803,                0.77709,                 1.0732,                 0.8603,                0.81119,                0.89158,                0.72367,                0.74468,                0.65245,                 1.0297,              0.0009704,              0.0009704,              0.0009704
                     54,                0.90118,                0.77874,                 1.0695,                0.87902,                0.88811,                0.91774,                  0.756,                0.72044,                0.61469,                 1.0058,              0.0009506,              0.0009506,              0.0009506
                     55,                0.90962,                0.81007,                 1.0787,                 0.8773,                0.82517,                 0.9083,                0.75578,                0.68377,                 0.6202,                0.99929,              0.0009308,              0.0009308,              0.0009308
                     56,                0.89101,                0.77583,                 1.0572,                0.90295,                0.85315,                0.91543,                0.75674,                0.68638,                 0.5892,                 1.0055,               0.000911,               0.000911,               0.000911
                     57,                0.89518,                0.76578,                 1.0765,                0.90725,                0.82083,                0.90702,                0.74939,                0.73362,                0.61377,                 1.0515,              0.0008912,              0.0008912,              0.0008912
                     58,                0.87305,                0.75369,                 1.0743,                0.87467,                0.83916,                0.89648,                0.75807,                  0.675,                0.62219,                0.99003,              0.0008714,              0.0008714,              0.0008714
                     59,                0.87725,                0.76547,                   1.07,                0.81611,                0.83916,                0.89519,                0.74389,                0.70518,                0.64387,                 1.0127,              0.0008516,              0.0008516,              0.0008516
                     60,                0.87538,                0.75033,                 1.0684,                0.81147,                 0.8428,                0.89339,                0.74333,                0.69821,                 0.6316,                0.99019,              0.0008318,              0.0008318,              0.0008318
                     61,                0.85852,                0.73407,                 1.0651,                0.88468,                0.85839,                0.91461,                0.76324,                0.70084,                0.59188,                  1.007,               0.000812,               0.000812,               0.000812
                     62,                  0.826,                0.71678,                 1.0426,                0.89897,                0.80889,                0.91226,                0.76774,                0.66459,                0.59346,                0.97509,              0.0007922,              0.0007922,              0.0007922
                     63,                0.85708,                0.71783,                 1.0664,                0.82336,                0.81818,                0.89213,                0.75119,                 0.6747,                0.63123,                0.98002,              0.0007724,              0.0007724,              0.0007724
                     64,                0.80878,                0.71798,                 1.0547,                  0.919,                0.82517,                0.89721,                0.75694,                0.69444,                 0.6271,                 0.9904,              0.0007526,              0.0007526,              0.0007526
                     65,                0.83615,                0.70355,                 1.0472,                 0.8939,                0.83217,                0.91276,                 0.7727,                0.65892,                 0.5841,                0.98197,              0.0007328,              0.0007328,              0.0007328
                     66,                0.81761,                0.72749,                 1.0557,                0.91878,                0.88811,                 0.9274,                0.79637,                0.62339,                0.55077,                0.96928,               0.000713,               0.000713,               0.000713
                     67,                0.82503,                0.69525,                 1.0414,                0.89316,                 0.8951,                0.92894,                0.77354,                0.68417,                0.54118,                0.99844,              0.0006932,              0.0006932,              0.0006932
                     68,                 0.8278,                 0.6946,                 1.0402,                0.94598,                0.85716,                0.93845,                0.78843,                0.68632,                0.54487,                0.99042,              0.0006734,              0.0006734,              0.0006734
                     69,                 0.8263,                0.71392,                 1.0319,                0.91493,                0.86713,                0.92773,                0.79398,                0.65581,                0.54767,                0.97568,              0.0006536,              0.0006536,              0.0006536
                     70,                0.84996,                0.71067,                 1.0412,                0.92801,                0.86014,                0.92149,                 0.7853,                0.63305,                0.55927,                0.98293,              0.0006338,              0.0006338,              0.0006338
                     71,                0.77512,                0.65316,                  1.031,                0.86658,                0.88112,                0.91957,                0.79374,                0.61601,                0.51762,                0.96445,               0.000614,               0.000614,               0.000614
                     72,                0.79992,                0.67774,                 1.0302,                0.89363,                0.82247,                0.91959,                0.77748,                0.65702,                0.54459,                0.96788,              0.0005942,              0.0005942,              0.0005942
                     73,                 0.8125,                0.67617,                 1.0349,                0.88692,                0.87755,                0.93404,                0.76915,                 0.7139,                0.56052,                0.98768,              0.0005744,              0.0005744,              0.0005744
                     74,                0.77128,                0.67142,                 1.0355,                0.86304,                0.88134,                0.92438,                0.78504,                0.65204,                0.54154,                0.97495,              0.0005546,              0.0005546,              0.0005546
                     75,                0.77148,                0.66922,                  1.023,                0.89837,                0.87413,                0.93165,                0.79798,                0.62182,                0.52933,                0.96479,              0.0005348,              0.0005348,              0.0005348
                     76,                 0.7665,                0.65276,                 1.0198,                0.88745,                0.86713,                0.92382,                0.79629,                0.57821,                 0.5377,                 0.9421,               0.000515,               0.000515,               0.000515
                     77,                0.76649,                0.65386,                 1.0203,                 0.9523,                0.83771,                0.93236,                0.80614,                 0.5867,                0.51333,                0.94213,              0.0004952,              0.0004952,              0.0004952
                     78,                0.76812,                0.63509,                 1.0176,                0.94485,                0.86713,                0.94138,                0.80922,                0.60341,                0.50536,                 0.9511,              0.0004754,              0.0004754,              0.0004754
                     79,                0.78568,                0.65388,                 1.0176,                0.91484,                0.88112,                0.94095,                0.81211,                0.59501,                 0.5162,                0.96624,              0.0004556,              0.0004556,              0.0004556
                     80,                0.75113,                0.63344,                 1.0217,                0.88348,                0.86713,                0.93422,                0.81031,                0.59048,                0.51983,                0.95389,              0.0004358,              0.0004358,              0.0004358
                     81,                0.76086,                0.61082,                0.99697,                0.93886,                0.85901,                0.94011,                0.80956,                 0.5977,                0.50854,                0.94972,               0.000416,               0.000416,               0.000416
                     82,                0.71049,                0.62058,                 1.0088,                0.92081,                0.88112,                0.94863,                0.82531,                0.60219,                0.48516,                0.94449,              0.0003962,              0.0003962,              0.0003962
                     83,                0.71866,                0.60805,                 1.0058,                0.94771,                0.88713,                0.95244,                0.82285,                0.60004,                0.48505,                0.95182,              0.0003764,              0.0003764,              0.0003764
                     84,                0.74358,                0.62103,                 1.0098,                0.91862,                 0.9021,                0.94494,                0.81816,                0.57345,                0.48978,                0.93879,              0.0003566,              0.0003566,              0.0003566
                     85,                0.74226,                0.62094,                  1.001,                0.91529,                 0.9067,                0.95121,                0.83389,                0.55549,                0.47624,                0.93684,              0.0003368,              0.0003368,              0.0003368
                     86,                0.73659,                0.63537,                 1.0103,                0.95478,                0.88583,                 0.9478,                0.82307,                0.56537,                0.47374,                0.93314,               0.000317,               0.000317,               0.000317
                     87,                0.75495,                0.62981,                 1.0019,                0.93487,                0.87413,                0.94051,                0.82049,                0.58048,                0.48518,                0.95615,              0.0002972,              0.0002972,              0.0002972
                     88,                0.73785,                0.60697,                 1.0018,                0.93371,                0.88651,                 0.9358,                0.81751,                 0.5884,                0.47843,                0.95188,              0.0002774,              0.0002774,              0.0002774
                     89,                0.72987,                 0.5995,                0.99363,                0.92148,                0.87413,                0.94545,                0.82294,                0.58936,                0.48127,                0.95501,              0.0002576,              0.0002576,              0.0002576
                     90,                0.71031,                0.61739,                 1.0034,                  0.913,                 0.8951,                0.94552,                0.83047,                0.57304,                0.47536,                0.94017,              0.0002378,              0.0002378,              0.0002378
                     91,                0.52239,                0.43578,                0.89344,                0.89637,                0.90736,                0.94511,                0.82133,                 0.5765,                 0.4687,                0.94555,               0.000218,               0.000218,               0.000218
                     92,                0.54342,                 0.4182,                0.88776,                0.91955,                0.87929,                0.94256,                 0.8181,                0.58264,                0.48342,                0.94293,              0.0001982,              0.0001982,              0.0001982
                     93,                0.51451,                0.41044,                0.88523,                0.91286,                0.87914,                0.93589,                0.81855,                0.56513,                0.47418,                0.93386,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.5077,                 0.4069,                0.88886,                0.91405,                0.89248,                0.94046,                0.83037,                0.54933,                0.46244,                 0.9343,              0.0001586,              0.0001586,              0.0001586
                     95,                0.49554,                 0.3908,                0.87143,                0.96804,                0.84718,                0.94115,                0.82874,                0.54696,                0.47341,                0.93497,              0.0001388,              0.0001388,              0.0001388
                     96,                0.50375,                0.39826,                0.88384,                 0.9687,                0.86569,                0.94668,                0.83821,                0.54532,                0.46433,                0.93182,               0.000119,               0.000119,               0.000119
                     97,                 0.4804,                0.39198,                0.87392,                0.96124,                 0.8671,                0.95022,                0.83678,                0.53796,                0.46228,                 0.9252,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.49279,                0.39081,                0.87733,                0.97096,                0.86014,                0.95011,                0.83803,                0.54204,                0.45702,                0.93339,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.48203,                0.38698,                0.88149,                 0.9473,                 0.8799,                0.95045,                0.83693,                0.52984,                0.45235,                0.92872,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.46578,                0.36987,                0.86903,                0.94729,                0.87981,                0.95092,                0.83561,                0.53531,                0.45633,                0.93004,               3.98e-05,               3.98e-05,               3.98e-05
