                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.1729,                 1.1077,                 1.2432,                0.88646,                0.78757,                 0.8862,                0.62506,                 1.0686,                0.76206,                 1.1316,               0.001406,               0.001406,               0.001406
                     32,                 1.1542,                 1.0885,                 1.2452,                0.80264,                0.78485,                0.84624,                0.58759,                 1.0429,                0.84133,                 1.1236,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.1132,                 1.0527,                 1.2221,                0.82165,                0.79825,                0.87119,                0.61573,                 1.0002,                0.80805,                 1.0986,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.1886,                 1.1077,                 1.2663,                0.91165,                 0.7694,                0.88488,                0.62917,                 1.0294,                0.75359,                 1.1131,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.1513,                 1.0419,                 1.2421,                0.84166,                0.78947,                 0.8565,                0.57842,                 1.0813,                0.86731,                  1.151,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.1202,                 1.0491,                  1.227,                0.85225,                0.75895,                0.84777,                0.59015,                 1.0545,                0.81539,                 1.1625,               0.001307,               0.001307,               0.001307
                     37,                 1.1665,                 1.0652,                  1.238,                0.91054,                 0.8035,                 0.9092,                0.65148,                 1.0014,                0.72209,                 1.0976,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.1144,                 1.0365,                 1.2225,                0.92039,                0.76316,                0.88774,                0.62636,                 1.0602,                 0.7608,                  1.138,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.0806,                 1.0069,                 1.2072,                0.89617,                0.80263,                0.89003,                0.64602,                0.99463,                0.73502,                 1.0941,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.0981,                 1.0257,                 1.2053,                0.92283,                0.78678,                0.89585,                0.64181,                0.99722,                0.74925,                 1.1007,              0.0012278,              0.0012278,              0.0012278
                     41,                  1.086,                 1.0094,                 1.1937,                0.82322,                0.79656,                0.86624,                0.59585,                 1.0661,                0.82096,                 1.1428,               0.001208,               0.001208,               0.001208
                     42,                 1.0843,                  1.006,                 1.2091,                0.95712,                0.78318,                0.90723,                0.66142,                 1.0003,                 0.7176,                 1.1071,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.0658,                0.96642,                 1.1985,                0.93705,                0.81579,                0.91978,                0.67419,                0.96817,                0.72124,                 1.0936,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.0586,                0.96863,                 1.1939,                0.91653,                0.72807,                0.85938,                0.61557,                 1.0106,                  0.726,                 1.0957,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.0503,                0.94341,                 1.1762,                0.87959,                0.82018,                0.90298,                0.65432,                0.93316,                0.68738,                 1.0589,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.0605,                0.96587,                 1.1888,                0.91768,                0.78234,                0.90416,                 0.6414,                 1.0513,                0.74863,                 1.1028,               0.001109,               0.001109,               0.001109
                     47,                 1.0641,                  0.958,                 1.1942,                0.93091,                0.78947,                0.89405,                0.66099,                 0.9646,                0.70588,                 1.0737,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.0362,                0.93441,                 1.1696,                0.91875,                0.83772,                0.91027,                0.68268,                0.92562,                0.68198,                 1.0529,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.0122,                 0.9262,                 1.1795,                0.93054,                0.82263,                0.91156,                  0.689,                0.91023,                0.65258,                 1.0464,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.0239,                0.94378,                 1.1769,                0.90034,                0.83212,                0.92096,                0.68569,                0.93825,                0.68973,                 1.0449,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.0332,                0.94945,                 1.1865,                 0.9401,                0.82604,                0.91826,                0.67588,                 0.9396,                0.65568,                 1.0502,                0.00101,                0.00101,                0.00101
                     52,                0.98362,                0.88805,                 1.1455,                0.94944,                0.82018,                0.93058,                0.69239,                0.89944,                0.63935,                 1.0451,              0.0009902,              0.0009902,              0.0009902
                     53,                0.99048,                0.88635,                 1.1545,                0.94221,                0.85816,                0.91755,                0.70001,                0.88647,                 0.6446,                 1.0221,              0.0009704,              0.0009704,              0.0009704
                     54,                0.99518,                0.89762,                 1.1533,                0.94694,                0.86404,                0.93494,                0.70151,                0.88724,                0.64578,                 1.0519,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.0111,                0.88751,                 1.1716,                0.95008,                0.83333,                0.91889,                0.71192,                0.86882,                0.61427,                 1.0208,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.0048,                0.89733,                 1.1571,                0.94526,                0.85965,                0.94556,                 0.7164,                0.86778,                0.62229,                 1.0214,               0.000911,               0.000911,               0.000911
                     57,                0.97036,                0.85748,                 1.1498,                 0.9514,                0.85864,                0.94136,                0.72104,                0.89793,                0.59272,                 1.0336,              0.0008912,              0.0008912,              0.0008912
                     58,                0.99807,                0.87384,                 1.1581,                0.95073,                0.84642,                0.93179,                0.71705,                0.86843,                0.58615,                 1.0347,              0.0008714,              0.0008714,              0.0008714
                     59,                0.97153,                0.86357,                 1.1537,                0.97059,                0.86842,                0.93181,                0.70472,                0.89721,                0.59273,                 1.0382,              0.0008516,              0.0008516,              0.0008516
                     60,                0.96464,                0.82334,                 1.1413,                0.96535,                0.85541,                0.94279,                0.71747,                0.88168,                0.59885,                 1.0166,              0.0008318,              0.0008318,              0.0008318
                     61,                0.95467,                0.81668,                 1.1063,                0.95619,                0.83333,                0.92848,                0.72197,                0.85258,                0.60056,                 1.0008,               0.000812,               0.000812,               0.000812
                     62,                 1.0007,                0.87407,                 1.1547,                 0.9583,                0.84649,                 0.9324,                0.72551,                0.85307,                0.59035,                 1.0084,              0.0007922,              0.0007922,              0.0007922
                     63,                0.95901,                 0.8447,                 1.1429,                0.95558,                0.84925,                0.93567,                0.72857,                0.83346,                0.57808,                 1.0057,              0.0007724,              0.0007724,              0.0007724
                     64,                0.95979,                0.84573,                 1.1345,                0.94172,                0.84211,                0.93535,                0.72447,                0.84624,                0.59799,                 1.0281,              0.0007526,              0.0007526,              0.0007526
                     65,                 0.9478,                0.83947,                 1.1371,                0.94001,                0.82465,                0.90662,                0.69991,                0.85187,                0.59079,                   1.02,              0.0007328,              0.0007328,              0.0007328
                     66,                0.93834,                0.83107,                 1.1339,                0.93652,                0.82456,                0.91754,                0.69909,                0.86585,                0.59534,                 1.0121,               0.000713,               0.000713,               0.000713
                     67,                0.95001,                0.81324,                 1.1225,                0.95456,                0.82921,                0.93668,                0.71844,                0.86085,                0.57414,                 1.0074,              0.0006932,              0.0006932,              0.0006932
                     68,                0.91782,                0.83296,                 1.1406,                0.93086,                0.87281,                0.93259,                0.72486,                0.80691,                0.55137,                0.99209,              0.0006734,              0.0006734,              0.0006734
                     69,                0.92501,                 0.8265,                 1.1256,                0.97405,                 0.8233,                0.93387,                0.73641,                0.81222,                0.55889,                0.99354,              0.0006536,              0.0006536,              0.0006536
                     70,                0.93779,                0.79465,                 1.1266,                0.93869,                0.87302,                0.94063,                 0.7338,                0.82632,                0.56432,                  1.001,              0.0006338,              0.0006338,              0.0006338
                     71,                0.90269,                0.81957,                 1.1134,                0.95123,                0.86404,                0.94578,                0.74769,                0.81968,                0.56378,                 1.0081,               0.000614,               0.000614,               0.000614
                     72,                0.90124,                0.81302,                  1.124,                0.94156,                0.85965,                0.94207,                0.73801,                0.84185,                0.57861,                 1.0297,              0.0005942,              0.0005942,              0.0005942
                     73,                0.93266,                0.82881,                 1.1326,                0.98842,                0.83333,                0.94739,                0.72726,                0.84465,                0.54262,                 1.0145,              0.0005744,              0.0005744,              0.0005744
                     74,                0.90331,                0.75798,                 1.1179,                0.93764,                0.88158,                  0.954,                0.74631,                0.81354,                0.53831,                0.99821,              0.0005546,              0.0005546,              0.0005546
                     75,                0.89767,                0.77063,                  1.104,                0.95581,                0.87281,                0.95237,                0.75883,                0.79537,                0.54035,                0.99047,              0.0005348,              0.0005348,              0.0005348
                     76,                0.90481,                0.79629,                 1.1112,                0.93589,                0.89474,                0.94044,                0.73867,                0.84839,                0.53426,                0.99485,               0.000515,               0.000515,               0.000515
                     77,                0.92398,                0.78242,                 1.1257,                0.95491,                0.83605,                 0.9378,                 0.7234,                0.82693,                0.53312,                 1.0079,              0.0004952,              0.0004952,              0.0004952
                     78,                0.87709,                0.75563,                   1.11,                0.93385,                0.86679,                0.93864,                0.74448,                0.81468,                0.53839,                0.98711,              0.0004754,              0.0004754,              0.0004754
                     79,                0.88821,                 0.7591,                 1.1022,                0.93428,                0.87287,                0.94121,                0.74046,                0.79739,                0.52311,                0.99181,              0.0004556,              0.0004556,              0.0004556
                     80,                0.87222,                0.72565,                 1.0865,                0.95738,                0.86404,                 0.9254,                0.73928,                0.79839,                0.51225,                0.98863,              0.0004358,              0.0004358,              0.0004358
                     81,                 0.8971,                0.73032,                 1.1144,                0.95736,                0.86404,                0.94219,                0.74807,                0.79843,                0.50243,                0.99086,               0.000416,               0.000416,               0.000416
                     82,                 0.8764,                 0.7589,                 1.0979,                0.96174,                0.88192,                  0.954,                 0.7618,                 0.7508,                0.49571,                0.97067,              0.0003962,              0.0003962,              0.0003962
                     83,                0.85679,                 0.7486,                 1.0876,                0.97744,                0.86842,                0.93666,                0.75161,                0.76725,                0.49672,                0.96818,              0.0003764,              0.0003764,              0.0003764
                     84,                0.86716,                 0.7577,                 1.0943,                0.94875,                0.86404,                0.92646,                0.73653,                0.78327,                0.50033,                 0.9739,              0.0003566,              0.0003566,              0.0003566
                     85,                0.86061,                0.73967,                  1.084,                0.96852,                0.86404,                0.93301,                 0.7443,                0.76726,                0.49912,                0.95939,              0.0003368,              0.0003368,              0.0003368
                     86,                0.84276,                0.70541,                 1.0819,                0.98504,                 0.8662,                0.95243,                0.75683,                0.78838,                0.49585,                 0.9687,               0.000317,               0.000317,               0.000317
                     87,                0.87854,                0.77092,                 1.0978,                0.96577,                0.85965,                0.94155,                0.75363,                0.77266,                0.50133,                0.96612,              0.0002972,              0.0002972,              0.0002972
                     88,                0.83618,                  0.726,                 1.0859,                0.98547,                0.89236,                0.95858,                0.77075,                0.76179,                0.48417,                0.96049,              0.0002774,              0.0002774,              0.0002774
                     89,                0.83806,                0.72755,                 1.0825,                0.98058,                0.88597,                0.95352,                0.76536,                0.75674,                0.48308,                 0.9638,              0.0002576,              0.0002576,              0.0002576
                     90,                0.81967,                0.72169,                 1.0701,                0.97577,                0.86842,                0.94333,                0.76699,                0.74529,                0.48989,                0.96039,              0.0002378,              0.0002378,              0.0002378
                     91,                0.67833,                0.54786,                0.96878,                0.98202,                0.88158,                0.95101,                0.77432,                0.77156,                0.48731,                0.95961,               0.000218,               0.000218,               0.000218
                     92,                0.68869,                 0.5188,                0.96545,                 0.9807,                0.89164,                0.95198,                0.75931,                0.77131,                0.48362,                0.95985,              0.0001982,              0.0001982,              0.0001982
                     93,                0.66994,                0.50481,                0.97992,                0.98045,                0.87981,                0.94267,                0.75397,                0.75839,                0.47629,                0.95283,              0.0001784,              0.0001784,              0.0001784
                     94,                0.63785,                0.48664,                0.96075,                0.96693,                0.89768,                0.94987,                0.75345,                0.74978,                0.47812,                0.94968,              0.0001586,              0.0001586,              0.0001586
                     95,                 0.6557,                0.49453,                0.96744,                0.98189,                0.86842,                0.94704,                0.75221,                0.74422,                0.48018,                0.95053,              0.0001388,              0.0001388,              0.0001388
                     96,                0.64097,                0.47887,                0.94831,                0.99251,                0.86842,                0.95118,                0.75893,                0.73364,                0.47742,                 0.9439,               0.000119,               0.000119,               0.000119
                     97,                0.63193,                0.46359,                0.95329,                0.97156,                0.89914,                 0.9509,                0.76829,                0.72368,                0.47586,                0.94283,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.64613,                0.47576,                0.95014,                0.97971,                0.88596,                0.95098,                0.76638,                0.72131,                0.47852,                0.94205,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.64163,                0.47619,                0.95835,                0.99002,                 0.8702,                0.94851,                0.76793,                0.72108,                0.47552,                0.94114,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.62217,                0.46515,                 0.9468,                0.98516,                0.87345,                0.94752,                0.77159,                0.72237,                0.47009,                 0.9372,               3.98e-05,               3.98e-05,               3.98e-05
